judge,vlm,n,variant,group,axis
nudge_left,turn_left,0,VLM Qwen3-VL-4B main,pre_onset,lat
nudge_left,turn_right,0,VLM Qwen3-VL-4B main,pre_onset,lat
nudge_right,keep_lane,44,VLM Qwen3-VL-4B main,pre_onset,lat
nudge_right,nudge_left,0,VLM Qwen3-VL-4B main,pre_onset,lat
nudge_right,turn_left,0,VLM Qwen3-VL-4B main,pre_onset,lat
nudge_right,turn_right,0,VLM Qwen3-VL-4B main,pre_onset,lat
turn_left,keep_lane,26,VLM Qwen3-VL-4B main,pre_onset,lat
turn_left,nudge_left,0,VLM Qwen3-VL-4B main,pre_onset,lat
turn_left,turn_left,343,VLM Qwen3-VL-4B main,pre_onset,lat
turn_left,turn_right,0,VLM Qwen3-VL-4B main,pre_onset,lat
turn_right,keep_lane,80,VLM Qwen3-VL-4B main,pre_onset,lat
turn_right,nudge_left,0,VLM Qwen3-VL-4B main,pre_onset,lat
turn_right,turn_left,1,VLM Qwen3-VL-4B main,pre_onset,lat
turn_right,turn_right,490,VLM Qwen3-VL-4B main,pre_onset,lat
accelerate,accelerate,1,VLM Qwen3-VL-4B main,straight_yaw,long
accelerate,keep,253,VLM Qwen3-VL-4B main,straight_yaw,long
accelerate,slow,20,VLM Qwen3-VL-4B main,straight_yaw,long
accelerate,stop,6,VLM Qwen3-VL-4B main,straight_yaw,long
keep,accelerate,0,VLM Qwen3-VL-4B main,straight_yaw,long
keep,keep,733,VLM Qwen3-VL-4B main,straight_yaw,long
keep,slow,63,VLM Qwen3-VL-4B main,straight_yaw,long
keep,stop,12,VLM Qwen3-VL-4B main,straight_yaw,long
slow,accelerate,0,VLM Qwen3-VL-4B main,straight_yaw,long
slow,keep,147,VLM Qwen3-VL-4B main,straight_yaw,long
slow,slow,51,VLM Qwen3-VL-4B main,straight_yaw,long
slow,stop,1,VLM Qwen3-VL-4B main,straight_yaw,long
stop,accelerate,0,VLM Qwen3-VL-4B main,straight_yaw,long
stop,keep,83,VLM Qwen3-VL-4B main,straight_yaw,long
stop,slow,77,VLM Qwen3-VL-4B main,straight_yaw,long
stop,stop,11,VLM Qwen3-VL-4B main,straight_yaw,long
keep_lane,keep_lane,1190,VLM Qwen3-VL-4B main,straight_yaw,lat
keep_lane,nudge_left,4,VLM Qwen3-VL-4B main,straight_yaw,lat
keep_lane,turn_left,0,VLM Qwen3-VL-4B main,straight_yaw,lat
keep_lane,turn_right,0,VLM Qwen3-VL-4B main,straight_yaw,lat
lane_change_left,keep_lane,12,VLM Qwen3-VL-4B main,straight_yaw,lat
lane_change_left,nudge_left,0,VLM Qwen3-VL-4B main,straight_yaw,lat
lane_change_left,turn_left,0,VLM Qwen3-VL-4B main,straight_yaw,lat
lane_change_left,turn_right,0,VLM Qwen3-VL-4B main,straight_yaw,lat
lane_change_right,keep_lane,21,VLM Qwen3-VL-4B main,straight_yaw,lat
lane_change_right,nudge_left,0,VLM Qwen3-VL-4B main,straight_yaw,lat
lane_change_right,turn_left,0,VLM Qwen3-VL-4B main,straight_yaw,lat
lane_change_right,turn_right,0,VLM Qwen3-VL-4B main,straight_yaw,lat
nudge_left,keep_lane,94,VLM Qwen3-VL-4B main,straight_yaw,lat
nudge_left,nudge_left,1,VLM Qwen3-VL-4B main,straight_yaw,lat
nudge_left,turn_left,0,VLM Qwen3-VL-4B main,straight_yaw,lat
nudge_left,turn_right,0,VLM Qwen3-VL-4B main,straight_yaw,lat
nudge_right,keep_lane,116,VLM Qwen3-VL-4B main,straight_yaw,lat
nudge_right,nudge_left,0,VLM Qwen3-VL-4B main,straight_yaw,lat
nudge_right,turn_left,0,VLM Qwen3-VL-4B main,straight_yaw,lat
nudge_right,turn_right,0,VLM Qwen3-VL-4B main,straight_yaw,lat
turn_left,keep_lane,3,VLM Qwen3-VL-4B main,straight_yaw,lat
turn_left,nudge_left,0,VLM Qwen3-VL-4B main,straight_yaw,lat
turn_left,turn_left,1,VLM Qwen3-VL-4B main,straight_yaw,lat
turn_left,turn_right,0,VLM Qwen3-VL-4B main,straight_yaw,lat
turn_right,keep_lane,13,VLM Qwen3-VL-4B main,straight_yaw,lat
turn_right,nudge_left,0,VLM Qwen3-VL-4B main,straight_yaw,lat
turn_right,turn_left,0,VLM Qwen3-VL-4B main,straight_yaw,lat
turn_right,turn_right,3,VLM Qwen3-VL-4B main,straight_yaw,lat
accelerate,accelerate,0,VLM Qwen3-VL-4B main,turn_yaw,long
accelerate,keep,133,VLM Qwen3-VL-4B main,turn_yaw,long
accelerate,slow,2,VLM Qwen3-VL-4B main,turn_yaw,long
accelerate,stop,3,VLM Qwen3-VL-4B main,turn_yaw,long
keep,accelerate,0,VLM Qwen3-VL-4B main,turn_yaw,long
keep,keep,178,VLM Qwen3-VL-4B main,turn_yaw,long
keep,slow,14,VLM Qwen3-VL-4B main,turn_yaw,long
keep,stop,9,VLM Qwen3-VL-4B main,turn_yaw,long
slow,accelerate,0,VLM Qwen3-VL-4B main,turn_yaw,long
slow,keep,17,VLM Qwen3-VL-4B main,turn_yaw,long
slow,slow,6,VLM Qwen3-VL-4B main,turn_yaw,long
slow,stop,0,VLM Qwen3-VL-4B main,turn_yaw,long
stop,accelerate,1,VLM Qwen3-VL-4B main,turn_yaw,long
stop,keep,20,VLM Qwen3-VL-4B main,turn_yaw,long
stop,slow,15,VLM Qwen3-VL-4B main,turn_yaw,long
stop,stop,2,VLM Qwen3-VL-4B main,turn_yaw,long
keep_lane,keep_lane,33,VLM Qwen3-VL-4B main,turn_yaw,lat
keep_lane,nudge_left,3,VLM Qwen3-VL-4B main,turn_yaw,lat
keep_lane,turn_left,3,VLM Qwen3-VL-4B main,turn_yaw,lat
keep_lane,turn_right,0,VLM Qwen3-VL-4B main,turn_yaw,lat
lane_change_left,keep_lane,34,VLM Qwen3-VL-4B main,turn_yaw,lat
lane_change_left,nudge_left,0,VLM Qwen3-VL-4B main,turn_yaw,lat
lane_change_left,turn_left,10,VLM Qwen3-VL-4B main,turn_yaw,lat
lane_change_left,turn_right,0,VLM Qwen3-VL-4B main,turn_yaw,lat
lane_change_right,keep_lane,57,VLM Qwen3-VL-4B main,turn_yaw,lat
lane_change_right,nudge_left,2,VLM Qwen3-VL-4B main,turn_yaw,lat
lane_change_right,turn_left,0,VLM Qwen3-VL-4B main,turn_yaw,lat
lane_change_right,turn_right,14,VLM Qwen3-VL-4B main,turn_yaw,lat
nudge_left,keep_lane,17,VLM Qwen3-VL-4B main,turn_yaw,lat
nudge_left,nudge_left,1,VLM Qwen3-VL-4B main,turn_yaw,lat
nudge_left,turn_left,0,VLM Qwen3-VL-4B main,turn_yaw,lat
nudge_left,turn_right,0,VLM Qwen3-VL-4B main,turn_yaw,lat
nudge_right,keep_lane,21,VLM Qwen3-VL-4B main,turn_yaw,lat
nudge_right,nudge_left,0,VLM Qwen3-VL-4B main,turn_yaw,lat
nudge_right,turn_left,0,VLM Qwen3-VL-4B main,turn_yaw,lat
nudge_right,turn_right,0,VLM Qwen3-VL-4B main,turn_yaw,lat
turn_left,keep_lane,1,VLM Qwen3-VL-4B main,turn_yaw,lat
turn_left,nudge_left,0,VLM Qwen3-VL-4B main,turn_yaw,lat
turn_left,turn_left,69,VLM Qwen3-VL-4B main,turn_yaw,lat
turn_left,turn_right,0,VLM Qwen3-VL-4B main,turn_yaw,lat
turn_right,keep_lane,10,VLM Qwen3-VL-4B main,turn_yaw,lat
turn_right,nudge_left,0,VLM Qwen3-VL-4B main,turn_yaw,lat
turn_right,turn_left,1,VLM Qwen3-VL-4B main,turn_yaw,lat
turn_right,turn_right,124,VLM Qwen3-VL-4B main,turn_yaw,lat
accelerate,accelerate,6,VLM Qwen3-VL-4B main,rater,long
accelerate,keep,67,VLM Qwen3-VL-4B main,rater,long
accelerate,slow,4,VLM Qwen3-VL-4B main,rater,long
accelerate,stop,27,VLM Qwen3-VL-4B main,rater,long
keep,accelerate,0,VLM Qwen3-VL-4B main,rater,long
keep,keep,161,VLM Qwen3-VL-4B main,rater,long
keep,slow,12,VLM Qwen3-VL-4B main,rater,long
keep,stop,9,VLM Qwen3-VL-4B main,rater,long
slow,accelerate,0,VLM Qwen3-VL-4B main,rater,long
slow,keep,51,VLM Qwen3-VL-4B main,rater,long
slow,slow,11,VLM Qwen3-VL-4B main,rater,long
slow,stop,0,VLM Qwen3-VL-4B main,rater,long
stop,accelerate,3,VLM Qwen3-VL-4B main,rater,long
stop,keep,55,VLM Qwen3-VL-4B main,rater,long
stop,slow,34,VLM Qwen3-VL-4B main,rater,long
stop,stop,38,VLM Qwen3-VL-4B main,rater,long
keep_lane,keep_lane,271,VLM Qwen3-VL-4B main,rater,lat
keep_lane,nudge_left,5,VLM Qwen3-VL-4B main,rater,lat
keep_lane,turn_left,9,VLM Qwen3-VL-4B main,rater,lat
keep_lane,turn_right,3,VLM Qwen3-VL-4B main,rater,lat
lane_change_left,keep_lane,21,VLM Qwen3-VL-4B main,rater,lat
lane_change_left,nudge_left,1,VLM Qwen3-VL-4B main,rater,lat
lane_change_left,turn_left,0,VLM Qwen3-VL-4B main,rater,lat
lane_change_left,turn_right,0,VLM Qwen3-VL-4B main,rater,lat
lane_change_right,keep_lane,37,VLM Qwen3-VL-4B main,rater,lat
lane_change_right,nudge_left,1,VLM Qwen3-VL-4B main,rater,lat
lane_change_right,turn_left,0,VLM Qwen3-VL-4B main,rater,lat
lane_change_right,turn_right,2,VLM Qwen3-VL-4B main,rater,lat
nudge_left,keep_lane,43,VLM Qwen3-VL-4B main,rater,lat
nudge_left,nudge_left,1,VLM Qwen3-VL-4B main,rater,lat
nudge_left,turn_left,0,VLM Qwen3-VL-4B main,rater,lat
nudge_left,turn_right,0,VLM Qwen3-VL-4B main,rater,lat
nudge_right,keep_lane,32,VLM Qwen3-VL-4B main,rater,lat
nudge_right,nudge_left,0,VLM Qwen3-VL-4B main,rater,lat
nudge_right,turn_left,0,VLM Qwen3-VL-4B main,rater,lat
nudge_right,turn_right,0,VLM Qwen3-VL-4B main,rater,lat
turn_left,keep_lane,5,VLM Qwen3-VL-4B main,rater,lat
turn_left,nudge_left,0,VLM Qwen3-VL-4B main,rater,lat
turn_left,turn_left,15,VLM Qwen3-VL-4B main,rater,lat
turn_left,turn_right,0,VLM Qwen3-VL-4B main,rater,lat
turn_right,keep_lane,9,VLM Qwen3-VL-4B main,rater,lat
turn_right,nudge_left,0,VLM Qwen3-VL-4B main,rater,lat
turn_right,turn_left,0,VLM Qwen3-VL-4B main,rater,lat
turn_right,turn_right,23,VLM Qwen3-VL-4B main,rater,lat
accelerate,accelerate,2,VLM Qwen3-VL-4B main,pre_onset | route straight,long
accelerate,keep,94,VLM Qwen3-VL-4B main,pre_onset | route straight,long
accelerate,slow,1,VLM Qwen3-VL-4B main,pre_onset | route straight,long
accelerate,stop,1,VLM Qwen3-VL-4B main,pre_onset | route straight,long
keep,accelerate,0,VLM Qwen3-VL-4B main,pre_onset | route straight,long
keep,keep,299,VLM Qwen3-VL-4B main,pre_onset | route straight,long
keep,slow,28,VLM Qwen3-VL-4B main,pre_onset | route straight,long
keep,stop,3,VLM Qwen3-VL-4B main,pre_onset | route straight,long
slow,accelerate,0,VLM Qwen3-VL-4B main,pre_onset | route straight,long
slow,keep,99,VLM Qwen3-VL-4B main,pre_onset | route straight,long
slow,slow,30,VLM Qwen3-VL-4B main,pre_onset | route straight,long
slow,stop,0,VLM Qwen3-VL-4B main,pre_onset | route straight,long
stop,accelerate,0,VLM Qwen3-VL-4B main,pre_onset | route straight,long
stop,keep,15,VLM Qwen3-VL-4B main,pre_onset | route straight,long
stop,slow,15,VLM Qwen3-VL-4B main,pre_onset | route straight,long
stop,stop,1,VLM Qwen3-VL-4B main,pre_onset | route straight,long
keep_lane,keep_lane,23,VLM Qwen3-VL-4B main,pre_onset | route straight,lat
keep_lane,nudge_left,0,VLM Qwen3-VL-4B main,pre_onset | route straight,lat
lane_change_left,keep_lane,145,VLM Qwen3-VL-4B main,pre_onset | route straight,lat
lane_change_left,nudge_left,0,VLM Qwen3-VL-4B main,pre_onset | route straight,lat
lane_change_right,keep_lane,241,VLM Qwen3-VL-4B main,pre_onset | route straight,lat
lane_change_right,nudge_left,1,VLM Qwen3-VL-4B main,pre_onset | route straight,lat
nudge_left,keep_lane,57,VLM Qwen3-VL-4B main,pre_onset | route straight,lat
nudge_left,nudge_left,1,VLM Qwen3-VL-4B main,pre_onset | route straight,lat
nudge_right,keep_lane,44,VLM Qwen3-VL-4B main,pre_onset | route straight,lat
nudge_right,nudge_left,0,VLM Qwen3-VL-4B main,pre_onset | route straight,lat
turn_left,keep_lane,26,VLM Qwen3-VL-4B main,pre_onset | route straight,lat
turn_left,nudge_left,0,VLM Qwen3-VL-4B main,pre_onset | route straight,lat
turn_right,keep_lane,50,VLM Qwen3-VL-4B main,pre_onset | route straight,lat
turn_right,nudge_left,0,VLM Qwen3-VL-4B main,pre_onset | route straight,lat
accelerate,keep,227,VLM Qwen3-VL-4B main,pre_onset | route turn,long
accelerate,slow,6,VLM Qwen3-VL-4B main,pre_onset | route turn,long
accelerate,stop,24,VLM Qwen3-VL-4B main,pre_onset | route turn,long
keep,keep,338,VLM Qwen3-VL-4B main,pre_onset | route turn,long
keep,slow,25,VLM Qwen3-VL-4B main,pre_onset | route turn,long
keep,stop,28,VLM Qwen3-VL-4B main,pre_onset | route turn,long
slow,keep,133,VLM Qwen3-VL-4B main,pre_onset | route turn,long
slow,slow,84,VLM Qwen3-VL-4B main,pre_onset | route turn,long
slow,stop,0,VLM Qwen3-VL-4B main,pre_onset | route turn,long
stop,keep,2,VLM Qwen3-VL-4B main,pre_onset | route turn,long
stop,slow,0,VLM Qwen3-VL-4B main,pre_onset | route turn,long
stop,stop,3,VLM Qwen3-VL-4B main,pre_onset | route turn,long
lane_change_left,keep_lane,0,VLM Qwen3-VL-4B main,pre_onset | route turn,lat
lane_change_left,turn_left,1,VLM Qwen3-VL-4B main,pre_onset | route turn,lat
lane_change_left,turn_right,0,VLM Qwen3-VL-4B main,pre_onset | route turn,lat
lane_change_right,keep_lane,0,VLM Qwen3-VL-4B main,pre_onset | route turn,lat
lane_change_right,turn_left,0,VLM Qwen3-VL-4B main,pre_onset | route turn,lat
lane_change_right,turn_right,5,VLM Qwen3-VL-4B main,pre_onset | route turn,lat
turn_left,keep_lane,0,VLM Qwen3-VL-4B main,pre_onset | route turn,lat
turn_left,turn_left,343,VLM Qwen3-VL-4B main,pre_onset | route turn,lat
turn_left,turn_right,0,VLM Qwen3-VL-4B main,pre_onset | route turn,lat
turn_right,keep_lane,30,VLM Qwen3-VL-4B main,pre_onset | route turn,lat
turn_right,turn_left,1,VLM Qwen3-VL-4B main,pre_onset | route turn,lat
turn_right,turn_right,490,VLM Qwen3-VL-4B main,pre_onset | route turn,lat
accelerate,accelerate,11,VLM Qwen3-VL-4B text,pre_onset,long
accelerate,keep,328,VLM Qwen3-VL-4B text,pre_onset,long
accelerate,slow,16,VLM Qwen3-VL-4B text,pre_onset,long
keep,accelerate,2,VLM Qwen3-VL-4B text,pre_onset,long
keep,keep,615,VLM Qwen3-VL-4B text,pre_onset,long
keep,slow,104,VLM Qwen3-VL-4B text,pre_onset,long
slow,accelerate,0,VLM Qwen3-VL-4B text,pre_onset,long
slow,keep,165,VLM Qwen3-VL-4B text,pre_onset,long
slow,slow,181,VLM Qwen3-VL-4B text,pre_onset,long
stop,accelerate,0,VLM Qwen3-VL-4B text,pre_onset,long
stop,keep,22,VLM Qwen3-VL-4B text,pre_onset,long
stop,slow,14,VLM Qwen3-VL-4B text,pre_onset,long
keep_lane,keep_lane,23,VLM Qwen3-VL-4B text,pre_onset,lat
keep_lane,turn_left,0,VLM Qwen3-VL-4B text,pre_onset,lat
keep_lane,turn_right,0,VLM Qwen3-VL-4B text,pre_onset,lat
lane_change_left,keep_lane,145,VLM Qwen3-VL-4B text,pre_onset,lat
lane_change_left,turn_left,1,VLM Qwen3-VL-4B text,pre_onset,lat
lane_change_left,turn_right,0,VLM Qwen3-VL-4B text,pre_onset,lat
lane_change_right,keep_lane,242,VLM Qwen3-VL-4B text,pre_onset,lat
lane_change_right,turn_left,0,VLM Qwen3-VL-4B text,pre_onset,lat
lane_change_right,turn_right,5,VLM Qwen3-VL-4B text,pre_onset,lat
nudge_left,keep_lane,58,VLM Qwen3-VL-4B text,pre_onset,lat
nudge_left,turn_left,0,VLM Qwen3-VL-4B text,pre_onset,lat
nudge_left,turn_right,0,VLM Qwen3-VL-4B text,pre_onset,lat
nudge_right,keep_lane,44,VLM Qwen3-VL-4B text,pre_onset,lat
nudge_right,turn_left,0,VLM Qwen3-VL-4B text,pre_onset,lat
nudge_right,turn_right,0,VLM Qwen3-VL-4B text,pre_onset,lat
turn_left,keep_lane,26,VLM Qwen3-VL-4B text,pre_onset,lat
turn_left,turn_left,343,VLM Qwen3-VL-4B text,pre_onset,lat
turn_left,turn_right,0,VLM Qwen3-VL-4B text,pre_onset,lat
turn_right,keep_lane,51,VLM Qwen3-VL-4B text,pre_onset,lat
turn_right,turn_left,1,VLM Qwen3-VL-4B text,pre_onset,lat
turn_right,turn_right,519,VLM Qwen3-VL-4B text,pre_onset,lat
accelerate,accelerate,3,VLM Qwen3-VL-4B text,straight_yaw,long
accelerate,keep,258,VLM Qwen3-VL-4B text,straight_yaw,long
accelerate,slow,19,VLM Qwen3-VL-4B text,straight_yaw,long
keep,accelerate,4,VLM Qwen3-VL-4B text,straight_yaw,long
keep,keep,765,VLM Qwen3-VL-4B text,straight_yaw,long
keep,slow,39,VLM Qwen3-VL-4B text,straight_yaw,long
slow,accelerate,0,VLM Qwen3-VL-4B text,straight_yaw,long
slow,keep,163,VLM Qwen3-VL-4B text,straight_yaw,long
slow,slow,36,VLM Qwen3-VL-4B text,straight_yaw,long
stop,accelerate,0,VLM Qwen3-VL-4B text,straight_yaw,long
stop,keep,120,VLM Qwen3-VL-4B text,straight_yaw,long
stop,slow,51,VLM Qwen3-VL-4B text,straight_yaw,long
keep_lane,keep_lane,1194,VLM Qwen3-VL-4B text,straight_yaw,lat
keep_lane,turn_left,0,VLM Qwen3-VL-4B text,straight_yaw,lat
keep_lane,turn_right,0,VLM Qwen3-VL-4B text,straight_yaw,lat
lane_change_left,keep_lane,12,VLM Qwen3-VL-4B text,straight_yaw,lat
lane_change_left,turn_left,0,VLM Qwen3-VL-4B text,straight_yaw,lat
lane_change_left,turn_right,0,VLM Qwen3-VL-4B text,straight_yaw,lat
lane_change_right,keep_lane,21,VLM Qwen3-VL-4B text,straight_yaw,lat
lane_change_right,turn_left,0,VLM Qwen3-VL-4B text,straight_yaw,lat
lane_change_right,turn_right,0,VLM Qwen3-VL-4B text,straight_yaw,lat
nudge_left,keep_lane,95,VLM Qwen3-VL-4B text,straight_yaw,lat
nudge_left,turn_left,0,VLM Qwen3-VL-4B text,straight_yaw,lat
nudge_left,turn_right,0,VLM Qwen3-VL-4B text,straight_yaw,lat
nudge_right,keep_lane,116,VLM Qwen3-VL-4B text,straight_yaw,lat
nudge_right,turn_left,0,VLM Qwen3-VL-4B text,straight_yaw,lat
nudge_right,turn_right,0,VLM Qwen3-VL-4B text,straight_yaw,lat
turn_left,keep_lane,3,VLM Qwen3-VL-4B text,straight_yaw,lat
turn_left,turn_left,1,VLM Qwen3-VL-4B text,straight_yaw,lat
turn_left,turn_right,0,VLM Qwen3-VL-4B text,straight_yaw,lat
turn_right,keep_lane,13,VLM Qwen3-VL-4B text,straight_yaw,lat
turn_right,turn_left,0,VLM Qwen3-VL-4B text,straight_yaw,lat
turn_right,turn_right,3,VLM Qwen3-VL-4B text,straight_yaw,lat
accelerate,accelerate,15,VLM Qwen3-VL-4B text,turn_yaw,long
accelerate,keep,115,VLM Qwen3-VL-4B text,turn_yaw,long
accelerate,slow,8,VLM Qwen3-VL-4B text,turn_yaw,long
keep,accelerate,2,VLM Qwen3-VL-4B text,turn_yaw,long
keep,keep,165,VLM Qwen3-VL-4B text,turn_yaw,long
keep,slow,34,VLM Qwen3-VL-4B text,turn_yaw,long
slow,accelerate,0,VLM Qwen3-VL-4B text,turn_yaw,long
slow,keep,15,VLM Qwen3-VL-4B text,turn_yaw,long
slow,slow,8,VLM Qwen3-VL-4B text,turn_yaw,long
stop,accelerate,0,VLM Qwen3-VL-4B text,turn_yaw,long
stop,keep,30,VLM Qwen3-VL-4B text,turn_yaw,long
stop,slow,8,VLM Qwen3-VL-4B text,turn_yaw,long
keep_lane,keep_lane,37,VLM Qwen3-VL-4B text,turn_yaw,lat
keep_lane,nudge_right,0,VLM Qwen3-VL-4B text,turn_yaw,lat
keep_lane,turn_left,2,VLM Qwen3-VL-4B text,turn_yaw,lat
keep_lane,turn_right,0,VLM Qwen3-VL-4B text,turn_yaw,lat
lane_change_left,keep_lane,33,VLM Qwen3-VL-4B text,turn_yaw,lat
lane_change_left,nudge_right,1,VLM Qwen3-VL-4B text,turn_yaw,lat
lane_change_left,turn_left,10,VLM Qwen3-VL-4B text,turn_yaw,lat
lane_change_left,turn_right,0,VLM Qwen3-VL-4B text,turn_yaw,lat
lane_change_right,keep_lane,59,VLM Qwen3-VL-4B text,turn_yaw,lat
lane_change_right,nudge_right,0,VLM Qwen3-VL-4B text,turn_yaw,lat
lane_change_right,turn_left,0,VLM Qwen3-VL-4B text,turn_yaw,lat
lane_change_right,turn_right,14,VLM Qwen3-VL-4B text,turn_yaw,lat
nudge_left,keep_lane,18,VLM Qwen3-VL-4B text,turn_yaw,lat
nudge_left,nudge_right,0,VLM Qwen3-VL-4B text,turn_yaw,lat
nudge_left,turn_left,0,VLM Qwen3-VL-4B text,turn_yaw,lat
nudge_left,turn_right,0,VLM Qwen3-VL-4B text,turn_yaw,lat
nudge_right,keep_lane,21,VLM Qwen3-VL-4B text,turn_yaw,lat
nudge_right,nudge_right,0,VLM Qwen3-VL-4B text,turn_yaw,lat
nudge_right,turn_left,0,VLM Qwen3-VL-4B text,turn_yaw,lat
nudge_right,turn_right,0,VLM Qwen3-VL-4B text,turn_yaw,lat
turn_left,keep_lane,2,VLM Qwen3-VL-4B text,turn_yaw,lat
turn_left,nudge_right,0,VLM Qwen3-VL-4B text,turn_yaw,lat
turn_left,turn_left,68,VLM Qwen3-VL-4B text,turn_yaw,lat
turn_left,turn_right,0,VLM Qwen3-VL-4B text,turn_yaw,lat
turn_right,keep_lane,1,VLM Qwen3-VL-4B text,turn_yaw,lat
turn_right,nudge_right,0,VLM Qwen3-VL-4B text,turn_yaw,lat
turn_right,turn_left,1,VLM Qwen3-VL-4B text,turn_yaw,lat
turn_right,turn_right,133,VLM Qwen3-VL-4B text,turn_yaw,lat
accelerate,accelerate,3,VLM Qwen3-VL-4B text,rater,long
accelerate,keep,89,VLM Qwen3-VL-4B text,rater,long
accelerate,slow,3,VLM Qwen3-VL-4B text,rater,long
accelerate,stop,9,VLM Qwen3-VL-4B text,rater,long
keep,accelerate,0,VLM Qwen3-VL-4B text,rater,long
keep,keep,173,VLM Qwen3-VL-4B text,rater,long
keep,slow,8,VLM Qwen3-VL-4B text,rater,long
keep,stop,1,VLM Qwen3-VL-4B text,rater,long
slow,accelerate,0,VLM Qwen3-VL-4B text,rater,long
slow,keep,57,VLM Qwen3-VL-4B text,rater,long
slow,slow,5,VLM Qwen3-VL-4B text,rater,long
slow,stop,0,VLM Qwen3-VL-4B text,rater,long
stop,accelerate,2,VLM Qwen3-VL-4B text,rater,long
stop,keep,109,VLM Qwen3-VL-4B text,rater,long
stop,slow,17,VLM Qwen3-VL-4B text,rater,long
stop,stop,2,VLM Qwen3-VL-4B text,rater,long
keep_lane,keep_lane,267,VLM Qwen3-VL-4B text,rater,lat
keep_lane,nudge_right,7,VLM Qwen3-VL-4B text,rater,lat
keep_lane,turn_left,10,VLM Qwen3-VL-4B text,rater,lat
keep_lane,turn_right,4,VLM Qwen3-VL-4B text,rater,lat
lane_change_left,keep_lane,22,VLM Qwen3-VL-4B text,rater,lat
lane_change_left,nudge_right,0,VLM Qwen3-VL-4B text,rater,lat
lane_change_left,turn_left,0,VLM Qwen3-VL-4B text,rater,lat
lane_change_left,turn_right,0,VLM Qwen3-VL-4B text,rater,lat
lane_change_right,keep_lane,38,VLM Qwen3-VL-4B text,rater,lat
lane_change_right,nudge_right,0,VLM Qwen3-VL-4B text,rater,lat
lane_change_right,turn_left,0,VLM Qwen3-VL-4B text,rater,lat
lane_change_right,turn_right,2,VLM Qwen3-VL-4B text,rater,lat
nudge_left,keep_lane,44,VLM Qwen3-VL-4B text,rater,lat
nudge_left,nudge_right,0,VLM Qwen3-VL-4B text,rater,lat
nudge_left,turn_left,0,VLM Qwen3-VL-4B text,rater,lat
nudge_left,turn_right,0,VLM Qwen3-VL-4B text,rater,lat
nudge_right,keep_lane,30,VLM Qwen3-VL-4B text,rater,lat
nudge_right,nudge_right,1,VLM Qwen3-VL-4B text,rater,lat
nudge_right,turn_left,1,VLM Qwen3-VL-4B text,rater,lat
nudge_right,turn_right,0,VLM Qwen3-VL-4B text,rater,lat
turn_left,keep_lane,5,VLM Qwen3-VL-4B text,rater,lat
turn_left,nudge_right,0,VLM Qwen3-VL-4B text,rater,lat
turn_left,turn_left,15,VLM Qwen3-VL-4B text,rater,lat
turn_left,turn_right,0,VLM Qwen3-VL-4B text,rater,lat
turn_right,keep_lane,6,VLM Qwen3-VL-4B text,rater,lat
turn_right,nudge_right,1,VLM Qwen3-VL-4B text,rater,lat
turn_right,turn_left,0,VLM Qwen3-VL-4B text,rater,lat
turn_right,turn_right,25,VLM Qwen3-VL-4B text,rater,lat
